Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
245,02:01:49,24-05-2022,8834729704,41485093824,391984.04,Moroccan dirham,Dirham,Nigeria,UAE,Credit card
246,16:51:22,19-03-2022,97662112335,30074169793,368798.55,Turkish lira,Moroccan dirham,France,USA,Cash Withdrawal
247,08:36:22,01-05-2022,5331443409,98321652992,446665.14,Albanian lek,Indian rupee,France,Japan,Cross-border
248,03:42:08,26-11-2022,89994128453,78337806169,57315.28,UK pounds,Pakistani rupee,Austria,USA,Cash Deposit
249,14:57:41,22-09-2022,55570646601,79889028705,360700.78,Euro,Indian rupee,UK,Turkey,Cross-border
250,15:50:07,19-10-2022,30316986065,37304647668,484024.92,UK pounds,Pakistani rupee,Switzerland,Albania,Cross-border
251,19:13:51,22-05-2022,55196780909,51029913041,31882.01,Albanian lek,UK pounds,Nigeria,Morocco,ACH
252,15:15:30,21-05-2022,91540324155,84113288860,245532.63,Turkish lira,Yen,France,Morocco,Cross-border
253,21:08:01,27-04-2022,6938940717,9206880541,9913.28,US dollar,Yen,Austria,Italy,Cash Deposit
254,07:26:30,14-11-2022,89506780033,21670362256,446355.38,Mexican Peso,Dirham,Pakistan,India,Cheque
255,15:34:42,02-04-2022,13006636737,76037417728,321164.05,Moroccan dirham,UK pounds,Netherlands,Albania,Cross-border
256,08:17:31,14-04-2022,12582584858,51431338096,431564.9,Turkish lira,Euro,Nigeria,UAE,Credit card
257,17:23:16,26-06-2022,53412635750,10277983227,430412.35,Albanian lek,Indian rupee,Albania,Mexico,Credit card
258,16:45:42,26-10-2022,50891585957,77933329498,263438.55,Yen,Naira,India,Turkey,Credit card
259,21:57:01,10-02-2022,97821715854,23400638171,295277.28,Naira,Swiss franc,UK,France,Cross-border
260,13:57:17,03-07-2022,59358123057,13408569352,178897.87,Indian rupee,Euro,Switzerland,UAE,Credit card
261,05:53:15,21-03-2022,23812874985,37156847986,197005.04,Moroccan dirham,Turkish lira,Italy,Japan,ACH
262,21:28:30,30-12-2022,1068754887,67659345464,398679.24,UK pounds,Mexican Peso,Morocco,France,Cross-border
263,09:05:19,31-01-2022,98301317298,43742319050,323953.76,Albanian lek,US dollar,France,Turkey,ACH
264,13:23:36,02-09-2022,28298571929,86856818832,462823.74,Yen,Naira,Morocco,India,Cash Withdrawal
265,23:01:45,20-03-2022,21867408119,49192994938,58805.64,Dirham,Euro,Netherlands,Netherlands,Cash Withdrawal
266,08:58:53,11-05-2022,6487852163,17842976192,441484.37,Swiss franc,Moroccan dirham,Albania,Italy,Cross-border
267,07:43:41,20-12-2022,59182462184,9694320737,236919.25,Moroccan dirham,Euro,Turkey,France,Cross-border
268,14:22:12,16-09-2022,14202226036,99533885746,154952.18,Naira,Mexican Peso,Mexico,Germany,Cross-border
269,02:27:47,13-08-2022,67935904328,80586689592,172091.43,Turkish lira,Moroccan dirham,Mexico,France,ACH
270,14:13:50,28-06-2022,9617607434,36682350954,473205.75,Mexican Peso,Dirham,Spain,Japan,ACH
271,21:25:31,27-08-2022,85299664237,76405161493,348602.61,Euro,Turkish lira,Albania,Italy,Credit card
272,03:02:00,25-04-2022,11345370375,55696901546,194585.33,Swiss franc,Mexican Peso,Switzerland,UK,Cross-border
273,21:55:02,18-07-2022,5505251170,64520739740,485485.58,UK pounds,Turkish lira,Netherlands,Germany,Cross-border
274,01:39:30,23-09-2022,38889631608,43037102671,255400.66,Yen,UK pounds,Spain,France,Cross-border
275,12:48:30,07-01-2022,30447383077,18232587581,12080.75,Indian rupee,Moroccan dirham,Turkey,UAE,Debit card
276,03:34:40,08-05-2022,60005914098,45654492050,324529.24,Dirham,Turkish lira,Morocco,Germany,Cash Withdrawal
277,19:58:36,22-08-2022,31312188479,87828395634,109528.57,Swiss franc,US dollar,Nigeria,France,ACH
278,20:40:24,01-05-2022,80123107295,36625479822,92589.85,Naira,Dirham,Nigeria,France,Cross-border
279,23:38:12,20-04-2022,9954525261,38559080339,80417.02,Yen,Naira,Austria,Netherlands,Credit card
280,18:39:13,21-06-2022,17868035900,79005109973,488860.5,Indian rupee,Turkish lira,USA,Mexico,Cash Deposit
281,08:54:28,11-10-2022,39542666828,32314345036,483641.63,Euro,Swiss franc,Nigeria,Nigeria,Cheque
282,14:20:04,29-04-2022,68204502113,63473595438,83519.23,Moroccan dirham,Pakistani rupee,Germany,Netherlands,ACH
283,03:16:52,27-01-2022,11143516693,39486903085,133027.16,Euro,Moroccan dirham,Switzerland,Morocco,Cross-border
284,02:49:05,08-08-2022,1765587618,2826058390,296926.37,US dollar,Indian rupee,Turkey,Nigeria,Cross-border
285,02:34:21,12-01-2022,10054974180,10079001404,49880.32,Swiss franc,Mexican Peso,Italy,Austria,Credit card
286,14:27:29,22-12-2022,75012372977,23045737064,9580.04,Naira,UK pounds,Switzerland,Nigeria,Cross-border
287,13:30:32,25-12-2022,7264311545,84904894366,85974.21,Moroccan dirham,Yen,Mexico,Switzerland,Credit card
288,16:52:29,13-05-2022,72565776150,79762565907,99125.03,Indian rupee,Pakistani rupee,India,Pakistan,Cross-border
289,02:26:18,07-03-2022,49070383743,3525528073,6634.74,UK pounds,Swiss franc,Germany,UAE,Credit card
290,21:37:17,05-01-2022,62125548299,36320440890,73985.05,Dirham,Mexican Peso,Morocco,Germany,Cross-border
291,13:42:35,03-11-2022,80536676038,96381114479,296577.44,Turkish lira,Dirham,UAE,Albania,Debit card
292,12:51:03,20-12-2022,8557082156,29253207967,323941.32,Euro,US dollar,Spain,Nigeria,Cheque
293,01:11:36,02-10-2022,9285471459,71670714181,345162.63,Turkish lira,Swiss franc,Albania,Austria,Cash Withdrawal
294,21:35:05,12-05-2022,67513962000,95143034627,335283.3,Turkish lira,Pakistani rupee,Japan,Turkey,Cross-border
295,09:43:46,17-08-2022,51111449820,48833841926,436300.63,Euro,UK pounds,UK,India,Debit card
296,16:16:20,23-06-2022,7513519266,39127501140,407729.25,Turkish lira,Mexican Peso,Mexico,UK,Cross-border
297,19:45:16,15-07-2022,42384580205,99206477193,253391.63,US dollar,Euro,India,Germany,Cross-border
298,20:31:21,16-06-2022,94667627385,25810245932,229440.98,Euro,Naira,India,Morocco,Cross-border
299,18:30:48,15-06-2022,19061115795,26797413963,86705.98,Albanian lek,Albanian lek,Nigeria,Spain,ACH
300,20:00:08,23-03-2022,77458098880,8617088491,406576.44,Moroccan dirham,Albanian lek,India,Nigeria,Cheque
301,12:18:58,07-05-2022,29052224901,58094173220,140254.85,Indian rupee,Pakistani rupee,Germany,Pakistan,Credit card
302,02:13:43,25-02-2022,19207498822,70831985189,406156.2,Dirham,Dirham,Spain,India,Credit card
303,11:09:49,05-01-2022,60322038738,49932724267,314350.04,Moroccan dirham,Moroccan dirham,Pakistan,Mexico,Credit card
304,06:32:43,01-07-2022,6501444921,10737014659,329544.58,UK pounds,Euro,Pakistan,Pakistan,Credit card
305,07:20:34,29-11-2022,14759547495,46630552719,97630.27,UK pounds,Euro,Austria,Nigeria,Credit card
306,18:29:50,23-02-2022,69708707089,91787367707,70815.38,Pakistani rupee,Indian rupee,India,Japan,ACH
307,10:24:17,03-01-2022,98136502404,94211329349,292205.91,Pakistani rupee,Naira,Morocco,Italy,Cross-border
308,10:18:51,15-09-2022,48299995744,20700182155,341034.99,UK pounds,Mexican Peso,Mexico,USA,ACH
309,15:04:10,31-07-2022,13575747974,16445394612,398090.01,Albanian lek,Turkish lira,Austria,Mexico,ACH
310,03:24:32,27-06-2022,45266240646,19929308383,31388.77,Pakistani rupee,Dirham,Netherlands,Turkey,Cash Withdrawal
311,04:40:02,20-02-2022,25550915305,8584746047,411733.18,Moroccan dirham,UK pounds,France,India,ACH
312,14:38:33,24-08-2022,98298797277,13413786020,488945.1,Yen,Dirham,USA,Italy,Cross-border
313,23:51:21,02-01-2022,58501448498,9989118992,325552.26,UK pounds,US dollar,Mexico,Netherlands,ACH
314,02:24:57,19-06-2022,2049795659,65394557179,427218.25,Mexican Peso,UK pounds,Spain,Mexico,Credit card
315,18:13:47,24-06-2022,14997985589,89807865714,121036.88,US dollar,Mexican Peso,Morocco,Austria,Cash Deposit
316,06:34:44,14-11-2022,12712128247,96931421856,61090.61,Mexican Peso,UK pounds,Germany,Albania,Cross-border
317,18:16:53,31-03-2022,49063976172,27825927345,105941.3,Yen,Albanian lek,UK,Italy,Cross-border
318,10:58:57,26-05-2022,30902250074,49178328471,262020.76,Pakistani rupee,Albanian lek,Mexico,Nigeria,Credit card
319,15:43:03,12-12-2022,51282124334,49062626948,383972.89,Yen,Euro,Switzerland,Switzerland,Cross-border
320,01:16:32,16-08-2022,86143926000,34884807601,409294.56,Swiss franc,Pakistani rupee,Germany,Morocco,Credit card
321,17:34:54,18-12-2022,60970339009,83127905164,398881.47,Pakistani rupee,Mexican Peso,Austria,Morocco,Cash Withdrawal
322,08:55:04,25-03-2022,81876855619,18377170632,448901.48,Mexican Peso,US dollar,UK,UAE,ACH
323,21:20:24,19-07-2022,67851287217,69881147360,306553.92,Pakistani rupee,Pakistani rupee,Morocco,Albania,Credit card
324,04:30:17,09-10-2022,99979992298,78678274363,40747.18,Euro,Pakistani rupee,Italy,Germany,ACH
325,05:58:25,28-01-2022,84005447800,11866998332,47057.19,US dollar,Pakistani rupee,France,Albania,Cross-border
326,12:45:45,28-12-2022,86208740269,90133841352,494003.57,Moroccan dirham,Moroccan dirham,Spain,Mexico,Cross-border
327,20:06:08,26-07-2022,62015525342,83171622880,416749.53,US dollar,Euro,Germany,Germany,Cross-border
328,12:32:23,02-07-2022,56920214541,69035346104,38841.99,Turkish lira,Mexican Peso,Mexico,UK,Credit card
329,17:13:44,15-08-2022,18211315370,71601208585,129509.53,Mexican Peso,Mexican Peso,Japan,India,Credit card
330,18:54:03,13-07-2022,1637035121,35066173919,54485.82,Albanian lek,Dirham,Mexico,India,Credit card
331,09:34:15,02-07-2022,43351746479,93436286100,116486.96,Mexican Peso,Naira,UK,Pakistan,ACH
332,13:04:11,06-12-2022,89656502376,11275415196,443762.07,Turkish lira,UK pounds,Italy,Switzerland,Debit card
333,15:23:40,29-08-2022,4883499551,4050246133,31413.38,Turkish lira,Naira,Japan,India,Credit card
334,12:27:36,21-09-2022,55343849119,48249865517,231507.43,Euro,Euro,Italy,Turkey,Cross-border
335,23:18:13,06-05-2022,43456419231,66100992965,329359.86,Yen,US dollar,Turkey,Netherlands,Cash Withdrawal
336,05:05:00,24-06-2022,95454861616,28611833844,102616.43,Swiss franc,UK pounds,Nigeria,Nigeria,ACH
337,02:02:31,14-12-2022,62779874724,48945207489,228073.49,Yen,Dirham,Nigeria,India,Cheque
338,08:01:18,23-05-2022,66104765256,19409576507,127213.12,Mexican Peso,US dollar,Switzerland,USA,Credit card
339,18:29:51,12-01-2022,41526207957,80365861876,311753.15,Naira,Turkish lira,Austria,USA,ACH
340,01:39:13,05-01-2022,34952876049,12520742983,156560.96,UK pounds,US dollar,Japan,France,Credit card
341,13:03:20,12-03-2022,38952980990,32164010761,57963.43,Yen,Albanian lek,Germany,Japan,Cross-border
342,08:06:25,08-09-2022,78693404592,2851187924,45743.16,Turkish lira,Mexican Peso,Italy,UK,Cross-border
343,22:33:08,13-07-2022,4152196214,57114637209,393350.22,Euro,Indian rupee,India,Turkey,Credit card
344,11:24:22,01-07-2022,58582346216,67110515028,94523.89,Turkish lira,Indian rupee,Italy,USA,Cross-border
345,20:52:26,13-06-2022,29578776420,39018989433,390910.52,Dirham,Mexican Peso,Japan,UK,Credit card
346,22:50:55,11-03-2022,9566743795,7263509480,177705.85,Albanian lek,Turkish lira,India,Netherlands,Cross-border
347,08:21:57,03-01-2022,11214232799,38664483973,105215.91,Euro,Mexican Peso,Italy,UAE,Credit card
348,03:15:47,14-08-2022,24114378182,75705290938,50893.14,Swiss franc,Turkish lira,Switzerland,Spain,Cash Deposit
349,10:18:21,03-10-2022,13231198343,39652765129,74358.08,Indian rupee,UK pounds,Austria,Austria,Cash Withdrawal
350,04:48:14,31-10-2022,4102821197,4294483381,35146.02,Euro,Yen,UAE,USA,Cheque
351,05:58:43,05-08-2022,78401083357,3429263758,292377.92,US dollar,Albanian lek,Italy,Netherlands,Cross-border
352,02:09:29,03-08-2022,96816140924,1529396572,346009.92,UK pounds,US dollar,Morocco,Turkey,Cash Deposit
353,14:00:15,09-12-2022,30876499021,18369813392,227624.58,Albanian lek,Euro,Spain,France,ACH
354,17:23:47,21-12-2022,7456665572,33343125106,37758.29,Yen,Turkish lira,Pakistan,USA,Cross-border
355,19:21:36,26-04-2022,86197000522,41666948136,283773.86,Euro,Indian rupee,Switzerland,Germany,Cross-border
356,19:29:34,22-08-2022,98679624959,71193468820,102281.83,Moroccan dirham,Indian rupee,France,Switzerland,Cross-border
357,16:37:09,14-11-2022,94535588903,87643574497,428714.16,Indian rupee,Albanian lek,Austria,India,Credit card
358,18:19:45,29-08-2022,9195199056,28440578862,237874.32,Mexican Peso,Mexican Peso,Japan,Spain,Cross-border
359,12:54:32,29-11-2022,32243030807,62615858627,337199.88,US dollar,Pakistani rupee,Germany,Japan,ACH
360,03:49:38,13-04-2022,54392599331,59269783535,248934.78,Dirham,Yen,UAE,USA,Cash Deposit
361,13:34:50,12-11-2022,95863044321,63994231291,5130.2,Turkish lira,Moroccan dirham,Austria,Netherlands,Credit card
362,16:47:49,08-11-2022,91048246851,17478656102,46665.16,Euro,UK pounds,India,Germany,ACH
363,11:45:10,15-11-2022,79326537025,63500667902,365654.59,Naira,Turkish lira,Germany,Spain,Cheque
364,08:37:34,31-10-2022,99388994113,61939479490,258396.94,US dollar,Albanian lek,Netherlands,Japan,Cross-border
365,16:17:16,18-04-2022,16259153772,67080688432,311306.38,Turkish lira,Dirham,Mexico,Spain,ACH
366,21:31:46,11-01-2022,65659770799,66664422765,412511.49,Indian rupee,Moroccan dirham,Germany,UAE,Cheque
367,02:25:30,31-08-2022,16516198861,98576318627,122277.86,Albanian lek,Dirham,Turkey,France,Cheque
368,07:07:38,20-08-2022,33789605788,96219725456,271201.45,Euro,Moroccan dirham,Nigeria,Albania,Credit card
369,20:50:04,06-12-2022,7506821318,69353807444,9866.58,Dirham,Euro,Mexico,Italy,ACH
370,09:35:42,06-05-2022,40379510687,98576854519,280542.93,Euro,US dollar,Germany,Switzerland,Credit card
371,16:45:43,09-12-2022,67584328778,71676027399,250049.37,Swiss franc,Euro,Austria,UAE,Credit card
372,07:52:24,25-08-2022,84812073089,15115197723,49348.38,Naira,Indian rupee,Albania,Italy,Credit card
373,23:25:02,14-02-2022,74313403693,16282499200,474288.04,Dirham,UK pounds,Albania,Spain,Debit card
374,17:56:30,20-03-2022,6501752198,40472035349,331144.92,Mexican Peso,Albanian lek,France,Albania,ACH
375,13:00:59,26-11-2022,23890012968,55102663604,109427.18,Euro,Yen,UAE,Japan,Cross-border
376,17:24:57,30-04-2022,65862891352,6282675551,179657.41,Turkish lira,Yen,Nigeria,Spain,Cross-border
377,03:14:59,15-01-2022,50891199576,56104535985,20007.84,Yen,Mexican Peso,Austria,Albania,ACH
378,11:39:01,27-09-2022,73359316698,93965299841,123773.98,Albanian lek,Albanian lek,USA,Pakistan,Credit card
379,22:47:12,25-03-2022,63749249213,85782360922,173530.27,Albanian lek,Mexican Peso,India,Pakistan,ACH
380,18:52:50,15-06-2022,1552080939,94993776407,25003.49,Euro,Pakistani rupee,Albania,Turkey,ACH
381,08:25:48,10-03-2022,89711889174,28003914035,349358.98,Moroccan dirham,Yen,Italy,Albania,Cash Withdrawal
382,01:09:08,18-05-2022,31224722520,32274092174,473242.12,Pakistani rupee,Pakistani rupee,Nigeria,Mexico,ACH
383,12:18:14,06-06-2022,76056293260,30066878034,445075.72,Euro,Swiss franc,Morocco,Austria,Cross-border
384,04:29:10,10-10-2022,22650793341,47020015400,93557.99,Naira,Indian rupee,Austria,Pakistan,Credit card
385,04:12:57,26-12-2022,21608915650,5485734782,491574.72,Dirham,Euro,Pakistan,UK,Debit card
386,04:24:21,28-07-2022,44922618864,57839234963,180992.04,Mexican Peso,Yen,Netherlands,India,Credit card
387,09:47:55,03-06-2022,10301193570,73786171457,402268.48,Naira,Euro,Austria,Pakistan,Credit card
388,14:19:01,08-01-2022,89581929541,33276778318,383743.88,Moroccan dirham,Naira,Pakistan,Japan,Cross-border
389,04:42:07,23-02-2022,73317379578,22496231353,221210.65,Moroccan dirham,Pakistani rupee,France,USA,Cash Withdrawal
390,22:14:18,25-10-2022,25781041249,73582082025,379219.59,UK pounds,Naira,Pakistan,Switzerland,ACH
391,07:02:26,22-12-2022,74078109002,60322339895,466571.06,Dirham,Turkish lira,UAE,Austria,ACH
392,19:40:20,19-03-2022,4093211309,64829157378,268237.19,US dollar,Albanian lek,France,Japan,Credit card
393,23:39:07,08-09-2022,42203775167,41587395773,153201.36,Euro,Turkish lira,Switzerland,Nigeria,Credit card
394,10:44:41,23-03-2022,23339740810,39485776035,193498.87,Euro,US dollar,Japan,Nigeria,Cross-border
395,22:28:58,21-05-2022,88865361371,84643798723,53819.72,Dirham,Dirham,France,Switzerland,Cross-border
396,21:55:09,17-08-2022,55182078429,51063744595,274966.53,Pakistani rupee,Mexican Peso,Italy,Spain,ACH
397,08:12:20,22-05-2022,30450360241,93411849485,97012.55,Moroccan dirham,Yen,UAE,Nigeria,Credit card
398,13:14:00,31-01-2022,73752661819,10438810452,265310.6,Moroccan dirham,Dirham,India,Nigeria,Cross-border
399,11:31:50,28-02-2022,2962101905,51646881421,3647.38,Moroccan dirham,Moroccan dirham,Japan,Germany,Cross-border
400,21:00:44,30-07-2022,39831231691,59768052090,332929.74,Dirham,Indian rupee,Italy,Spain,ACH
401,11:19:56,21-07-2022,50529035733,65101688941,99851.38,Yen,Naira,Netherlands,Turkey,ACH
402,02:39:20,30-07-2022,59668719732,59310153237,319164.46,Mexican Peso,Dirham,Turkey,Morocco,Cash Withdrawal
403,20:21:15,25-08-2022,17966875706,74380695265,494482.16,Pakistani rupee,Mexican Peso,Albania,Pakistan,ACH
404,18:02:33,17-01-2022,96488969622,17016880292,307234.7,Euro,Yen,UK,Turkey,ACH
405,08:17:36,14-11-2022,39611458139,36618373458,435184.8,UK pounds,Dirham,Spain,UK,Cross-border
406,23:09:24,14-05-2022,310858213,12286001845,14394.13,Albanian lek,UK pounds,Pakistan,UAE,Cross-border
407,07:28:29,04-04-2022,90478017569,11871469287,257505.14,Albanian lek,Pakistani rupee,Morocco,Switzerland,Cross-border
408,19:18:00,16-08-2022,74625756023,65539563207,202412.03,Yen,Dirham,Turkey,Spain,Cross-border
409,23:02:30,12-04-2022,44318682067,9008502036,455548.9,Euro,Pakistani rupee,Turkey,Turkey,Cross-border
410,15:43:40,24-01-2022,19581231296,48097427874,34417.39,Swiss franc,Mexican Peso,Nigeria,Netherlands,Debit card
411,23:07:37,26-09-2022,90757262683,26807004260,38608.92,Indian rupee,Dirham,Japan,UAE,ACH
412,14:42:36,31-07-2022,4385669000,66907388043,374671.3,Yen,Swiss franc,Netherlands,UAE,Cash Deposit
413,03:16:16,20-01-2022,15853339665,75882531967,242886,Mexican Peso,Swiss franc,Pakistan,Pakistan,Debit card
414,17:01:21,19-11-2022,43332306962,51124212945,428931.39,Turkish lira,Moroccan dirham,Morocco,UK,Cash Deposit
415,07:52:45,15-03-2022,34655661943,80385325215,285247.27,Mexican Peso,Moroccan dirham,India,UK,Credit card
416,13:03:17,12-11-2022,1977029878,43656399914,437926.78,Albanian lek,Swiss franc,Turkey,Austria,Credit card
417,08:53:15,08-10-2022,60313842768,88458580118,115527.01,Indian rupee,Mexican Peso,Austria,Albania,ACH
418,18:29:27,28-09-2022,63539746207,63824870766,54024.97,US dollar,Naira,Nigeria,France,Cross-border
419,09:54:07,13-02-2022,96441078723,92013038459,412178.94,Swiss franc,Turkish lira,Spain,Italy,Cross-border
420,20:13:19,30-09-2022,28669372504,36504910976,164974.1,Dirham,Euro,Spain,Turkey,Cross-border
421,13:07:08,16-11-2022,70559588302,1805276159,247928.13,Albanian lek,US dollar,Albania,Mexico,Cash Deposit
422,12:12:22,31-10-2022,98538494844,68109856518,55655.75,Moroccan dirham,Yen,Morocco,Switzerland,Debit card
423,14:25:59,26-10-2022,54903341201,29744514762,439765.96,Euro,Albanian lek,Netherlands,India,Cross-border
424,12:18:08,19-11-2022,46169149528,81205301572,342271.75,Indian rupee,Mexican Peso,Nigeria,USA,Cross-border
425,16:58:46,01-06-2022,58614033030,36145263507,192245.57,Yen,Swiss franc,Germany,Morocco,Credit card
426,12:53:48,09-07-2022,69338487175,29750891837,145587.34,Turkish lira,Moroccan dirham,Germany,Netherlands,ACH
427,10:55:41,15-06-2022,26509300621,36233569503,371790.63,US dollar,UK pounds,Albania,Italy,Cross-border
428,17:34:45,16-12-2022,77751997030,43825938291,246464.26,Mexican Peso,Moroccan dirham,Switzerland,Morocco,ACH
429,18:27:26,24-07-2022,10448770726,2315231050,204966.28,Dirham,US dollar,Netherlands,Italy,Cheque
430,14:19:08,24-07-2022,91318917966,11578959384,71940.85,Euro,Euro,Albania,UK,ACH
431,08:33:29,20-09-2022,28506809904,534102865,317392.26,UK pounds,US dollar,Albania,India,Cash Deposit
432,20:17:39,02-11-2022,56617031572,73652140380,393672.09,Pakistani rupee,Albanian lek,India,Japan,Credit card
